PRE-PROCESS RESULT FOR preprocessLog\lpnb79_10Sec_Week1.csv
Window Time Frame: 10 Seconds
Window Start Time,Window End Time,Octet/Duration Average,
Thu Feb  7 14:55:30 2013,Thu Feb  7 14:55:40 2013,2.82108,
Thu Feb  7 14:55:40 2013,Thu Feb  7 14:55:50 2013,0,
Thu Feb  7 14:55:50 2013,Thu Feb  7 14:56:00 2013,2.75987,
Thu Feb  7 14:56:00 2013,Thu Feb  7 14:56:10 2013,0,
Thu Feb  7 14:56:10 2013,Thu Feb  7 14:56:20 2013,0,
Thu Feb  7 14:56:20 2013,Thu Feb  7 14:56:30 2013,0,
Thu Feb  7 14:56:30 2013,Thu Feb  7 14:56:40 2013,0,
Thu Feb  7 14:56:40 2013,Thu Feb  7 14:56:50 2013,0,
Thu Feb  7 14:56:50 2013,Thu Feb  7 14:57:00 2013,0,
Thu Feb  7 14:57:00 2013,Thu Feb  7 14:57:10 2013,0,
Thu Feb  7 14:57:10 2013,Thu Feb  7 14:57:20 2013,0,
Thu Feb  7 14:57:20 2013,Thu Feb  7 14:57:30 2013,0,
Thu Feb  7 14:57:30 2013,Thu Feb  7 14:57:40 2013,0,
Thu Feb  7 14:57:40 2013,Thu Feb  7 14:57:50 2013,0,
Thu Feb  7 14:57:50 2013,Thu Feb  7 14:58:00 2013,0,
Thu Feb  7 14:58:00 2013,Thu Feb  7 14:58:10 2013,0,
Thu Feb  7 14:58:10 2013,Thu Feb  7 14:58:20 2013,0,
Thu Feb  7 14:58:20 2013,Thu Feb  7 14:58:30 2013,0,
Thu Feb  7 14:58:30 2013,Thu Feb  7 14:58:40 2013,0,
Thu Feb  7 14:58:40 2013,Thu Feb  7 14:58:50 2013,0,
Thu Feb  7 14:58:50 2013,Thu Feb  7 14:59:00 2013,0,
Thu Feb  7 14:59:00 2013,Thu Feb  7 14:59:10 2013,0,
Thu Feb  7 14:59:10 2013,Thu Feb  7 14:59:20 2013,0,
Thu Feb  7 14:59:20 2013,Thu Feb  7 14:59:30 2013,0,
Thu Feb  7 14:59:30 2013,Thu Feb  7 14:59:40 2013,0,
Thu Feb  7 14:59:40 2013,Thu Feb  7 14:59:50 2013,0,
Thu Feb  7 14:59:50 2013,Thu Feb  7 15:00:00 2013,0,
Thu Feb  7 15:00:00 2013,Thu Feb  7 15:00:10 2013,0,
Thu Feb  7 15:00:10 2013,Thu Feb  7 15:00:20 2013,0,
Thu Feb  7 15:00:20 2013,Thu Feb  7 15:00:30 2013,0,
Thu Feb  7 15:00:30 2013,Thu Feb  7 15:00:40 2013,0,
Thu Feb  7 15:00:40 2013,Thu Feb  7 15:00:50 2013,7.125,
Thu Feb  7 15:00:50 2013,Thu Feb  7 15:01:00 2013,0.0101064,
Thu Feb  7 15:01:00 2013,Thu Feb  7 15:01:10 2013,3.64621,
Thu Feb  7 15:01:10 2013,Thu Feb  7 15:01:20 2013,0,
Thu Feb  7 15:01:20 2013,Thu Feb  7 15:01:30 2013,0.0101064,
Thu Feb  7 15:01:30 2013,Thu Feb  7 15:01:40 2013,0,
Thu Feb  7 15:01:40 2013,Thu Feb  7 15:01:50 2013,0,
Thu Feb  7 15:01:50 2013,Thu Feb  7 15:02:00 2013,0,
Thu Feb  7 15:02:00 2013,Thu Feb  7 15:02:10 2013,0,
Thu Feb  7 15:02:10 2013,Thu Feb  7 15:02:20 2013,0,
Thu Feb  7 15:02:20 2013,Thu Feb  7 15:02:30 2013,0,
Thu Feb  7 15:02:30 2013,Thu Feb  7 15:02:40 2013,0,
Thu Feb  7 15:02:40 2013,Thu Feb  7 15:02:50 2013,0,
Thu Feb  7 15:02:50 2013,Thu Feb  7 15:03:00 2013,0,
Thu Feb  7 15:03:00 2013,Thu Feb  7 15:03:10 2013,0,
Thu Feb  7 15:03:10 2013,Thu Feb  7 15:03:20 2013,0,
Thu Feb  7 15:03:20 2013,Thu Feb  7 15:03:30 2013,0,
Thu Feb  7 15:03:30 2013,Thu Feb  7 15:03:40 2013,0,
Thu Feb  7 15:03:40 2013,Thu Feb  7 15:03:50 2013,0,
Thu Feb  7 15:03:50 2013,Thu Feb  7 15:04:00 2013,0.0101064,
Thu Feb  7 15:04:00 2013,Thu Feb  7 15:04:10 2013,0,
Thu Feb  7 15:04:10 2013,Thu Feb  7 15:04:20 2013,0,
Thu Feb  7 15:04:20 2013,Thu Feb  7 15:04:30 2013,0.0101496,
Thu Feb  7 15:04:30 2013,Thu Feb  7 15:04:40 2013,0,
Thu Feb  7 15:04:40 2013,Thu Feb  7 15:04:50 2013,0,
Thu Feb  7 15:04:50 2013,Thu Feb  7 15:05:00 2013,0,
Thu Feb  7 15:05:00 2013,Thu Feb  7 15:05:10 2013,0,
Thu Feb  7 15:05:10 2013,Thu Feb  7 15:05:20 2013,0,
Thu Feb  7 15:05:20 2013,Thu Feb  7 15:05:30 2013,0,
Thu Feb  7 15:05:30 2013,Thu Feb  7 15:05:40 2013,0,
Thu Feb  7 15:05:40 2013,Thu Feb  7 15:05:50 2013,0,
Thu Feb  7 15:05:50 2013,Thu Feb  7 15:06:00 2013,0,
Thu Feb  7 15:06:00 2013,Thu Feb  7 15:06:10 2013,4.22656,
Thu Feb  7 15:06:10 2013,Thu Feb  7 15:06:20 2013,0,
Thu Feb  7 15:06:20 2013,Thu Feb  7 15:06:30 2013,0,
Thu Feb  7 15:06:30 2013,Thu Feb  7 15:06:40 2013,0,
Thu Feb  7 15:06:40 2013,Thu Feb  7 15:06:50 2013,0,
Thu Feb  7 15:06:50 2013,Thu Feb  7 15:07:00 2013,0,
Thu Feb  7 15:07:00 2013,Thu Feb  7 15:07:10 2013,0,
Thu Feb  7 15:07:10 2013,Thu Feb  7 15:07:20 2013,0,
Thu Feb  7 15:07:20 2013,Thu Feb  7 15:07:30 2013,0,
Thu Feb  7 15:07:30 2013,Thu Feb  7 15:07:40 2013,0,
Thu Feb  7 15:07:40 2013,Thu Feb  7 15:07:50 2013,0,
Thu Feb  7 15:07:50 2013,Thu Feb  7 15:08:00 2013,0,
Thu Feb  7 15:08:00 2013,Thu Feb  7 15:08:10 2013,0,
Thu Feb  7 15:08:10 2013,Thu Feb  7 15:08:20 2013,0,
Thu Feb  7 15:08:20 2013,Thu Feb  7 15:08:30 2013,0,
Thu Feb  7 15:08:30 2013,Thu Feb  7 15:08:40 2013,0,
Thu Feb  7 15:08:40 2013,Thu Feb  7 15:08:50 2013,0,
Thu Feb  7 15:08:50 2013,Thu Feb  7 15:09:00 2013,0,
Thu Feb  7 15:09:00 2013,Thu Feb  7 15:09:10 2013,0,
Thu Feb  7 15:09:10 2013,Thu Feb  7 15:09:20 2013,0,
Thu Feb  7 15:09:20 2013,Thu Feb  7 15:09:30 2013,0,
Thu Feb  7 15:09:30 2013,Thu Feb  7 15:09:40 2013,0,
Thu Feb  7 15:09:40 2013,Thu Feb  7 15:09:50 2013,0,
Thu Feb  7 15:09:50 2013,Thu Feb  7 15:10:00 2013,0,
Thu Feb  7 15:10:00 2013,Thu Feb  7 15:10:10 2013,0,
Thu Feb  7 15:10:10 2013,Thu Feb  7 15:10:20 2013,0,
Thu Feb  7 15:10:20 2013,Thu Feb  7 15:10:30 2013,0,
Thu Feb  7 15:10:30 2013,Thu Feb  7 15:10:40 2013,0,
Thu Feb  7 15:10:40 2013,Thu Feb  7 15:10:50 2013,0,
Thu Feb  7 15:10:50 2013,Thu Feb  7 15:11:00 2013,0,
Thu Feb  7 15:11:00 2013,Thu Feb  7 15:11:10 2013,0,
Thu Feb  7 15:11:10 2013,Thu Feb  7 15:11:20 2013,3.5625,
Thu Feb  7 15:11:20 2013,Thu Feb  7 15:11:30 2013,0,
Thu Feb  7 15:11:30 2013,Thu Feb  7 15:11:40 2013,0,
Thu Feb  7 15:11:40 2013,Thu Feb  7 15:11:50 2013,0,
Thu Feb  7 15:11:50 2013,Thu Feb  7 15:12:00 2013,0,
Thu Feb  7 15:12:00 2013,Thu Feb  7 15:12:10 2013,4.25391,
Thu Feb  7 15:12:10 2013,Thu Feb  7 15:12:20 2013,0,
Thu Feb  7 15:12:20 2013,Thu Feb  7 15:12:30 2013,0,
Thu Feb  7 15:12:30 2013,Thu Feb  7 15:12:40 2013,0,
Thu Feb  7 15:12:40 2013,Thu Feb  7 15:12:50 2013,0,
Thu Feb  7 15:12:50 2013,Thu Feb  7 15:13:00 2013,0,
Thu Feb  7 15:13:00 2013,Thu Feb  7 15:13:10 2013,0,
Thu Feb  7 15:13:10 2013,Thu Feb  7 15:13:20 2013,0,
Thu Feb  7 15:13:20 2013,Thu Feb  7 15:13:30 2013,0,
Thu Feb  7 15:13:30 2013,Thu Feb  7 15:13:40 2013,0,
Thu Feb  7 15:13:40 2013,Thu Feb  7 15:13:50 2013,0,
Thu Feb  7 15:13:50 2013,Thu Feb  7 15:14:00 2013,0,
Thu Feb  7 15:14:00 2013,Thu Feb  7 15:14:10 2013,0,
Thu Feb  7 15:14:10 2013,Thu Feb  7 15:14:20 2013,0,
Thu Feb  7 15:14:20 2013,Thu Feb  7 15:14:30 2013,0,
Thu Feb  7 15:14:30 2013,Thu Feb  7 15:14:40 2013,0,
Thu Feb  7 15:14:40 2013,Thu Feb  7 15:14:50 2013,0,
Thu Feb  7 15:14:50 2013,Thu Feb  7 15:15:00 2013,0,
Thu Feb  7 15:15:00 2013,Thu Feb  7 15:15:10 2013,0,
Thu Feb  7 15:15:10 2013,Thu Feb  7 15:15:20 2013,0,
Thu Feb  7 15:15:20 2013,Thu Feb  7 15:15:30 2013,0,
Thu Feb  7 15:15:30 2013,Thu Feb  7 15:15:40 2013,0,
Thu Feb  7 15:15:40 2013,Thu Feb  7 15:15:50 2013,0,
Thu Feb  7 15:15:50 2013,Thu Feb  7 15:16:00 2013,0,
Thu Feb  7 15:16:00 2013,Thu Feb  7 15:16:10 2013,0,
Thu Feb  7 15:16:10 2013,Thu Feb  7 15:16:20 2013,0,
Thu Feb  7 15:16:20 2013,Thu Feb  7 15:16:30 2013,2.59635,
Thu Feb  7 15:16:30 2013,Thu Feb  7 15:16:40 2013,0,
Thu Feb  7 15:16:40 2013,Thu Feb  7 15:16:50 2013,0,
Thu Feb  7 15:16:50 2013,Thu Feb  7 15:17:00 2013,0,
Thu Feb  7 15:17:00 2013,Thu Feb  7 15:17:10 2013,0,
Thu Feb  7 15:17:10 2013,Thu Feb  7 15:17:20 2013,0,
Thu Feb  7 15:17:20 2013,Thu Feb  7 15:17:30 2013,0,
Thu Feb  7 15:17:30 2013,Thu Feb  7 15:17:40 2013,0,
Thu Feb  7 15:17:40 2013,Thu Feb  7 15:17:50 2013,0,
Thu Feb  7 15:17:50 2013,Thu Feb  7 15:18:00 2013,0,
Thu Feb  7 15:18:00 2013,Thu Feb  7 15:18:10 2013,0,
Thu Feb  7 15:18:10 2013,Thu Feb  7 15:18:20 2013,0,
Thu Feb  7 15:18:20 2013,Thu Feb  7 15:18:30 2013,0,
Thu Feb  7 15:18:30 2013,Thu Feb  7 15:18:40 2013,0,
Thu Feb  7 15:18:40 2013,Thu Feb  7 15:18:50 2013,0,
Thu Feb  7 15:18:50 2013,Thu Feb  7 15:19:00 2013,0,
Thu Feb  7 15:19:00 2013,Thu Feb  7 15:19:10 2013,0,
Thu Feb  7 15:19:10 2013,Thu Feb  7 15:19:20 2013,0,
Thu Feb  7 15:19:20 2013,Thu Feb  7 15:19:30 2013,0,
Thu Feb  7 15:19:30 2013,Thu Feb  7 15:19:40 2013,0,
Thu Feb  7 15:19:40 2013,Thu Feb  7 15:19:50 2013,0,
Thu Feb  7 15:19:50 2013,Thu Feb  7 15:20:00 2013,0,
Thu Feb  7 15:20:00 2013,Thu Feb  7 15:20:10 2013,0,
Thu Feb  7 15:20:10 2013,Thu Feb  7 15:20:20 2013,0,
Thu Feb  7 15:20:20 2013,Thu Feb  7 15:20:30 2013,0,
Thu Feb  7 15:20:30 2013,Thu Feb  7 15:20:40 2013,3.92668,
Thu Feb  7 15:20:40 2013,Thu Feb  7 15:20:50 2013,0,
Thu Feb  7 15:20:50 2013,Thu Feb  7 15:21:00 2013,0,
Thu Feb  7 15:21:00 2013,Thu Feb  7 15:21:10 2013,0,
Thu Feb  7 15:21:10 2013,Thu Feb  7 15:21:20 2013,0,
Thu Feb  7 15:21:20 2013,Thu Feb  7 15:21:30 2013,0,
Thu Feb  7 15:21:30 2013,Thu Feb  7 15:21:40 2013,2.375,
Thu Feb  7 15:21:40 2013,Thu Feb  7 15:21:50 2013,0,
Thu Feb  7 15:21:50 2013,Thu Feb  7 15:22:00 2013,0,
Thu Feb  7 15:22:00 2013,Thu Feb  7 15:22:10 2013,0,
Thu Feb  7 15:22:10 2013,Thu Feb  7 15:22:20 2013,0,
Thu Feb  7 15:22:20 2013,Thu Feb  7 15:22:30 2013,0,
Thu Feb  7 15:22:30 2013,Thu Feb  7 15:22:40 2013,0,
Thu Feb  7 15:22:40 2013,Thu Feb  7 15:22:50 2013,0,
Thu Feb  7 15:22:50 2013,Thu Feb  7 15:23:00 2013,0,
Thu Feb  7 15:23:00 2013,Thu Feb  7 15:23:10 2013,0,
Thu Feb  7 15:23:10 2013,Thu Feb  7 15:23:20 2013,0,
Thu Feb  7 15:23:20 2013,Thu Feb  7 15:23:30 2013,0,
Thu Feb  7 15:23:30 2013,Thu Feb  7 15:23:40 2013,0,
Thu Feb  7 15:23:40 2013,Thu Feb  7 15:23:50 2013,0,
Thu Feb  7 15:23:50 2013,Thu Feb  7 15:24:00 2013,0,
Thu Feb  7 15:24:00 2013,Thu Feb  7 15:24:10 2013,0,
Thu Feb  7 15:24:10 2013,Thu Feb  7 15:24:20 2013,0,
Thu Feb  7 15:24:20 2013,Thu Feb  7 15:24:30 2013,0,
Thu Feb  7 15:24:30 2013,Thu Feb  7 15:24:40 2013,0,
Thu Feb  7 15:24:40 2013,Thu Feb  7 15:24:50 2013,0,
Thu Feb  7 15:24:50 2013,Thu Feb  7 15:25:00 2013,0,
Thu Feb  7 15:25:00 2013,Thu Feb  7 15:25:10 2013,0,
Thu Feb  7 15:25:10 2013,Thu Feb  7 15:25:20 2013,0,
Thu Feb  7 15:25:20 2013,Thu Feb  7 15:25:30 2013,0,
Thu Feb  7 15:25:30 2013,Thu Feb  7 15:25:40 2013,0,
Thu Feb  7 15:25:40 2013,Thu Feb  7 15:25:50 2013,0,
Thu Feb  7 15:25:50 2013,Thu Feb  7 15:26:00 2013,0,
Thu Feb  7 15:26:00 2013,Thu Feb  7 15:26:10 2013,0,
Thu Feb  7 15:26:10 2013,Thu Feb  7 15:26:20 2013,0,
Thu Feb  7 15:26:20 2013,Thu Feb  7 15:26:30 2013,0,
Thu Feb  7 15:26:30 2013,Thu Feb  7 15:26:40 2013,0,
Thu Feb  7 15:26:40 2013,Thu Feb  7 15:26:50 2013,0,
Thu Feb  7 15:26:50 2013,Thu Feb  7 15:27:00 2013,7.125,
Thu Feb  7 15:27:00 2013,Thu Feb  7 15:27:10 2013,0,
Thu Feb  7 15:27:10 2013,Thu Feb  7 15:27:20 2013,2.60115,
Thu Feb  7 15:27:20 2013,Thu Feb  7 15:27:30 2013,0,
Thu Feb  7 15:27:30 2013,Thu Feb  7 15:27:40 2013,0,
Thu Feb  7 15:27:40 2013,Thu Feb  7 15:27:50 2013,0,
Thu Feb  7 15:27:50 2013,Thu Feb  7 15:28:00 2013,0,
Thu Feb  7 15:28:00 2013,Thu Feb  7 15:28:10 2013,0,
Thu Feb  7 15:28:10 2013,Thu Feb  7 15:28:20 2013,0,
Thu Feb  7 15:28:20 2013,Thu Feb  7 15:28:30 2013,0,
Thu Feb  7 15:28:30 2013,Thu Feb  7 15:28:40 2013,0,
Thu Feb  7 15:28:40 2013,Thu Feb  7 15:28:50 2013,0,
Thu Feb  7 15:28:50 2013,Thu Feb  7 15:29:00 2013,0,
Thu Feb  7 15:29:00 2013,Thu Feb  7 15:29:10 2013,0,
Thu Feb  7 15:29:10 2013,Thu Feb  7 15:29:20 2013,0,
Thu Feb  7 15:29:20 2013,Thu Feb  7 15:29:30 2013,0,
Thu Feb  7 15:29:30 2013,Thu Feb  7 15:29:40 2013,0,
Thu Feb  7 15:29:40 2013,Thu Feb  7 15:29:50 2013,0,
Thu Feb  7 15:29:50 2013,Thu Feb  7 15:30:00 2013,0,
Thu Feb  7 15:30:00 2013,Thu Feb  7 15:30:10 2013,0,
Thu Feb  7 15:30:10 2013,Thu Feb  7 15:30:20 2013,0,
Thu Feb  7 15:30:20 2013,Thu Feb  7 15:30:30 2013,0,
Thu Feb  7 15:30:30 2013,Thu Feb  7 15:30:40 2013,0,
Thu Feb  7 15:30:40 2013,Thu Feb  7 15:30:50 2013,0,
Thu Feb  7 15:30:50 2013,Thu Feb  7 15:31:00 2013,0,
Thu Feb  7 15:31:00 2013,Thu Feb  7 15:31:10 2013,0,
Thu Feb  7 15:31:10 2013,Thu Feb  7 15:31:20 2013,0,
Thu Feb  7 15:31:20 2013,Thu Feb  7 15:31:30 2013,0,
Thu Feb  7 15:31:30 2013,Thu Feb  7 15:31:40 2013,0,
Thu Feb  7 15:31:40 2013,Thu Feb  7 15:31:50 2013,0,
Thu Feb  7 15:31:50 2013,Thu Feb  7 15:32:00 2013,8.95313,
Thu Feb  7 15:32:00 2013,Thu Feb  7 15:32:10 2013,6.00781,
Thu Feb  7 15:32:10 2013,Thu Feb  7 15:32:20 2013,0,
Thu Feb  7 15:32:20 2013,Thu Feb  7 15:32:30 2013,0,
Thu Feb  7 15:32:30 2013,Thu Feb  7 15:32:40 2013,0,
Thu Feb  7 15:32:40 2013,Thu Feb  7 15:32:50 2013,0,
Thu Feb  7 15:32:50 2013,Thu Feb  7 15:33:00 2013,0,
Thu Feb  7 15:33:00 2013,Thu Feb  7 15:33:10 2013,0,
Thu Feb  7 15:33:10 2013,Thu Feb  7 15:33:20 2013,0,
Thu Feb  7 15:33:20 2013,Thu Feb  7 15:33:30 2013,0,
Thu Feb  7 15:33:30 2013,Thu Feb  7 15:33:40 2013,0,
Thu Feb  7 15:33:40 2013,Thu Feb  7 15:33:50 2013,0,
Thu Feb  7 15:33:50 2013,Thu Feb  7 15:34:00 2013,0,
Thu Feb  7 15:34:00 2013,Thu Feb  7 15:34:10 2013,0,
Thu Feb  7 15:34:10 2013,Thu Feb  7 15:34:20 2013,0,
Thu Feb  7 15:34:20 2013,Thu Feb  7 15:34:30 2013,0,
Thu Feb  7 15:34:30 2013,Thu Feb  7 15:34:40 2013,0,
Thu Feb  7 15:34:40 2013,Thu Feb  7 15:34:50 2013,0,
Thu Feb  7 15:34:50 2013,Thu Feb  7 15:35:00 2013,0,
Thu Feb  7 15:35:00 2013,Thu Feb  7 15:35:10 2013,0,
Thu Feb  7 15:35:10 2013,Thu Feb  7 15:35:20 2013,0,
Thu Feb  7 15:35:20 2013,Thu Feb  7 15:35:30 2013,0,
Thu Feb  7 15:35:30 2013,Thu Feb  7 15:35:40 2013,0,
Thu Feb  7 15:35:40 2013,Thu Feb  7 15:35:50 2013,0,
Thu Feb  7 15:35:50 2013,Thu Feb  7 15:36:00 2013,0,
Thu Feb  7 15:36:00 2013,Thu Feb  7 15:36:10 2013,0,
Thu Feb  7 15:36:10 2013,Thu Feb  7 15:36:20 2013,0,
Thu Feb  7 15:36:20 2013,Thu Feb  7 15:36:30 2013,0,
Thu Feb  7 15:36:30 2013,Thu Feb  7 15:36:40 2013,0,
Thu Feb  7 15:36:40 2013,Thu Feb  7 15:36:50 2013,0,
Thu Feb  7 15:36:50 2013,Thu Feb  7 15:37:00 2013,0,
Thu Feb  7 15:37:00 2013,Thu Feb  7 15:37:10 2013,0,
Thu Feb  7 15:37:10 2013,Thu Feb  7 15:37:20 2013,7.125,
Thu Feb  7 15:37:20 2013,Thu Feb  7 15:37:30 2013,0,
Thu Feb  7 15:37:30 2013,Thu Feb  7 15:37:40 2013,0,
Thu Feb  7 15:37:40 2013,Thu Feb  7 15:37:50 2013,0,
Thu Feb  7 15:37:50 2013,Thu Feb  7 15:38:00 2013,0,
Thu Feb  7 15:38:00 2013,Thu Feb  7 15:38:10 2013,0,
Thu Feb  7 15:38:10 2013,Thu Feb  7 15:38:20 2013,0,
Thu Feb  7 15:38:20 2013,Thu Feb  7 15:38:30 2013,0,
Thu Feb  7 15:38:30 2013,Thu Feb  7 15:38:40 2013,0,
Thu Feb  7 15:38:40 2013,Thu Feb  7 15:38:50 2013,0,
Thu Feb  7 15:38:50 2013,Thu Feb  7 15:39:00 2013,0,
Thu Feb  7 15:39:00 2013,Thu Feb  7 15:39:10 2013,0,
Thu Feb  7 15:39:10 2013,Thu Feb  7 15:39:20 2013,0,
Thu Feb  7 15:39:20 2013,Thu Feb  7 15:39:30 2013,0,
Thu Feb  7 15:39:30 2013,Thu Feb  7 15:39:40 2013,0,
Thu Feb  7 15:39:40 2013,Thu Feb  7 15:39:50 2013,0,
Thu Feb  7 15:39:50 2013,Thu Feb  7 15:40:00 2013,0,
Thu Feb  7 15:40:00 2013,Thu Feb  7 15:40:10 2013,0,
Thu Feb  7 15:40:10 2013,Thu Feb  7 15:40:20 2013,0,
Thu Feb  7 15:40:20 2013,Thu Feb  7 15:40:30 2013,0,
Thu Feb  7 15:40:30 2013,Thu Feb  7 15:40:40 2013,0,
Thu Feb  7 15:40:40 2013,Thu Feb  7 15:40:50 2013,0,
Thu Feb  7 15:40:50 2013,Thu Feb  7 15:41:00 2013,0,
Thu Feb  7 15:41:00 2013,Thu Feb  7 15:41:10 2013,0,
Thu Feb  7 15:41:10 2013,Thu Feb  7 15:41:20 2013,0,
Thu Feb  7 15:41:20 2013,Thu Feb  7 15:41:30 2013,0,
Thu Feb  7 15:41:30 2013,Thu Feb  7 15:41:40 2013,0,
Thu Feb  7 15:41:40 2013,Thu Feb  7 15:41:50 2013,0,
Thu Feb  7 15:41:50 2013,Thu Feb  7 15:42:00 2013,0,
Thu Feb  7 15:42:00 2013,Thu Feb  7 15:42:10 2013,0,
Thu Feb  7 15:42:10 2013,Thu Feb  7 15:42:20 2013,0,
Thu Feb  7 15:42:20 2013,Thu Feb  7 15:42:30 2013,4.22656,
Thu Feb  7 15:42:30 2013,Thu Feb  7 15:42:40 2013,0,
Thu Feb  7 15:42:40 2013,Thu Feb  7 15:42:50 2013,0,
Thu Feb  7 15:42:50 2013,Thu Feb  7 15:43:00 2013,0,
Thu Feb  7 15:43:00 2013,Thu Feb  7 15:43:10 2013,0,
Thu Feb  7 15:43:10 2013,Thu Feb  7 15:43:20 2013,0,
Thu Feb  7 15:43:20 2013,Thu Feb  7 15:43:30 2013,0,
Thu Feb  7 15:43:30 2013,Thu Feb  7 15:43:40 2013,0,
Thu Feb  7 15:43:40 2013,Thu Feb  7 15:43:50 2013,0,
Thu Feb  7 15:43:50 2013,Thu Feb  7 15:44:00 2013,0,
Thu Feb  7 15:44:00 2013,Thu Feb  7 15:44:10 2013,0,
Thu Feb  7 15:44:10 2013,Thu Feb  7 15:44:20 2013,0,
Thu Feb  7 15:44:20 2013,Thu Feb  7 15:44:30 2013,0,
Thu Feb  7 15:44:30 2013,Thu Feb  7 15:44:40 2013,0,
Thu Feb  7 15:44:40 2013,Thu Feb  7 15:44:50 2013,0,
Thu Feb  7 15:44:50 2013,Thu Feb  7 15:45:00 2013,0,
Thu Feb  7 15:45:00 2013,Thu Feb  7 15:45:10 2013,0,
Thu Feb  7 15:45:10 2013,Thu Feb  7 15:45:20 2013,0,
Thu Feb  7 15:45:20 2013,Thu Feb  7 15:45:30 2013,0,
Thu Feb  7 15:45:30 2013,Thu Feb  7 15:45:40 2013,0,
Thu Feb  7 15:45:40 2013,Thu Feb  7 15:45:50 2013,0,
Thu Feb  7 15:45:50 2013,Thu Feb  7 15:46:00 2013,0,
Thu Feb  7 15:46:00 2013,Thu Feb  7 15:46:10 2013,0,
Thu Feb  7 15:46:10 2013,Thu Feb  7 15:46:20 2013,0,
Thu Feb  7 15:46:20 2013,Thu Feb  7 15:46:30 2013,0,
Thu Feb  7 15:46:30 2013,Thu Feb  7 15:46:40 2013,0,
Thu Feb  7 15:46:40 2013,Thu Feb  7 15:46:50 2013,0,
Thu Feb  7 15:46:50 2013,Thu Feb  7 15:47:00 2013,0,
Thu Feb  7 15:47:00 2013,Thu Feb  7 15:47:10 2013,0,
Thu Feb  7 15:47:10 2013,Thu Feb  7 15:47:20 2013,0,
Thu Feb  7 15:47:20 2013,Thu Feb  7 15:47:30 2013,0,
Thu Feb  7 15:47:30 2013,Thu Feb  7 15:47:40 2013,0,
Thu Feb  7 15:47:40 2013,Thu Feb  7 15:47:50 2013,7.125,
Thu Feb  7 15:47:50 2013,Thu Feb  7 15:48:00 2013,0,
Thu Feb  7 15:48:00 2013,Thu Feb  7 15:48:10 2013,0,
Thu Feb  7 15:48:10 2013,Thu Feb  7 15:48:20 2013,0,
Thu Feb  7 15:48:20 2013,Thu Feb  7 15:48:30 2013,0,
Thu Feb  7 15:48:30 2013,Thu Feb  7 15:48:40 2013,0,
Thu Feb  7 15:48:40 2013,Thu Feb  7 15:48:50 2013,0,
Thu Feb  7 15:48:50 2013,Thu Feb  7 15:49:00 2013,0,
Thu Feb  7 15:49:00 2013,Thu Feb  7 15:49:10 2013,0,
Thu Feb  7 15:49:10 2013,Thu Feb  7 15:49:20 2013,0,
Thu Feb  7 15:49:20 2013,Thu Feb  7 15:49:30 2013,0,
Thu Feb  7 15:49:30 2013,Thu Feb  7 15:49:40 2013,0,
Thu Feb  7 15:49:40 2013,Thu Feb  7 15:49:50 2013,0,
Thu Feb  7 15:49:50 2013,Thu Feb  7 15:50:00 2013,0,
Thu Feb  7 15:50:00 2013,Thu Feb  7 15:50:10 2013,0,
Thu Feb  7 15:50:10 2013,Thu Feb  7 15:50:20 2013,0,
Thu Feb  7 15:50:20 2013,Thu Feb  7 15:50:30 2013,0,
Thu Feb  7 15:50:30 2013,Thu Feb  7 15:50:40 2013,0,
Thu Feb  7 15:50:40 2013,Thu Feb  7 15:50:50 2013,0,
Thu Feb  7 15:50:50 2013,Thu Feb  7 15:51:00 2013,0,
Thu Feb  7 15:51:00 2013,Thu Feb  7 15:51:10 2013,0,
Thu Feb  7 15:51:10 2013,Thu Feb  7 15:51:20 2013,0,
Thu Feb  7 15:51:20 2013,Thu Feb  7 15:51:30 2013,0,
Thu Feb  7 15:51:30 2013,Thu Feb  7 15:51:40 2013,0,
Thu Feb  7 15:51:40 2013,Thu Feb  7 15:51:50 2013,0,
Thu Feb  7 15:51:50 2013,Thu Feb  7 15:52:00 2013,0,
Thu Feb  7 15:52:00 2013,Thu Feb  7 15:52:10 2013,0,
Thu Feb  7 15:52:10 2013,Thu Feb  7 15:52:20 2013,0,
Thu Feb  7 15:52:20 2013,Thu Feb  7 15:52:30 2013,0,
Thu Feb  7 15:52:30 2013,Thu Feb  7 15:52:40 2013,0,
Thu Feb  7 15:52:40 2013,Thu Feb  7 15:52:50 2013,0,
Thu Feb  7 15:52:50 2013,Thu Feb  7 15:53:00 2013,3.5625,
Thu Feb  7 15:53:00 2013,Thu Feb  7 15:53:10 2013,0,
Thu Feb  7 15:53:10 2013,Thu Feb  7 15:53:20 2013,0,
Thu Feb  7 15:53:20 2013,Thu Feb  7 15:53:30 2013,0,
Thu Feb  7 15:53:30 2013,Thu Feb  7 15:53:40 2013,0,
Thu Feb  7 15:53:40 2013,Thu Feb  7 15:53:50 2013,0,
Thu Feb  7 15:53:50 2013,Thu Feb  7 15:54:00 2013,0,
Thu Feb  7 15:54:00 2013,Thu Feb  7 15:54:10 2013,0,
Thu Feb  7 15:54:10 2013,Thu Feb  7 15:54:20 2013,0,
Thu Feb  7 15:54:20 2013,Thu Feb  7 15:54:30 2013,0,
Thu Feb  7 15:54:30 2013,Thu Feb  7 15:54:40 2013,0,
